Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
λαλῶσιν	λαλέω	pres	actv	subjunctive	3p	—	—	pl	verb	1 Co 14:23
λαληθήσεταί	λαλέω	futr	pass	indicative	3p	—	—	sg	verb	Ac 9:6
ἐλαλήθη	λαλέω	aor	pass	indicative	3p	—	—	sg	verb	Lk 2:20,Heb 11:18
λελαλημένοις	λαλέω	perfect	pass	participle	—	neu	dat	pl	verb	Lk 1:45
λαλήσητε	λαλέω	aor	actv	subjunctive	2p	—	—	pl	verb	Mt 10:19,Mt 10:19,Mk 13:11
ἐλάλησα	λαλέω	aor	actv	indicative	1p	—	—	sg	verb	Lk 24:44,Jn 12:48,Jn 12:49,Jn 15:22,Jn 18:20,Jn 18:21,Jn 18:23,2 Co 4:13
ἐλαλήσαμεν	λαλέω	aor	actv	indicative	1p	—	—	pl	verb	2 Co 7:14
λαλοῦντας	λαλέω	pres	actv	participle	—	mas	acc	pl	verb	Mt 15:31
Λαλούντων	λαλέω	pres	actv	participle	—	mas	gen	pl	verb	Ac 4:1
λαλήσαντες	λαλέω	aor	actv	participle	—	mas	nom	pl	verb	Ac 8:25,Ac 14:25
λαληθεὶς	λαλέω	aor	pass	participle	—	mas	nom	sg	verb	Heb 2:2
λαληθέντος	λαλέω	aor	pass	participle	—	neu	gen	sg	verb	Lk 2:17
λαλοῦντες	λαλέω	pres	actv	participle	—	mas	nom	pl	verb	Mt 10:20,Mk 13:11,Ac 2:7,Ac 11:19,Ac 20:30,1 Co 14:9,Eph 5:19
λαλεῖν	λαλέω	pres	actv	infinitive	—	—	—	—	verb	Mt 12:22,Mt 12:34,Mk 1:34,Mk 7:37,Mk 12:1,Lk 4:41,Lk 7:15,Jn 8:26,Ac 2:4,Ac 4:17,Ac 4:20,Ac 4:29,Ac 5:40,Ac 11:15,Ro 15:18,1 Co 14:5,1 Co 14:34,1 Co 14:35,1 Co 14:39,Php 1:14,1 Th 1:8
λαλουμένοις	λαλέω	pres	pass	participle	—	neu	dat	pl	verb	Lk 2:33,Ac 13:45,Ac 16:14
ἐλάλουν	λαλέω	impft	actv	indicative	3p	—	—	pl	verb	Lk 2:15,Ac 4:31,Ac 11:20,Ac 19:6,Ac 26:31
λελάληταί	λαλέω	perfect	pass	indicative	3p	—	—	sg	verb	Ac 27:25
