Result	Lemma	Gender	Case	Number	Part of Speech	Reference
παντὸς	πᾶς	masculine, neuter	gen	sg	adjective	Mt 18:10,Mk 5:5,Lk 24:53,Heb 9:6,Heb 13:15
πᾶσαι	πᾶς	fem	nom	pl	adjective	Mt 10:30,Mt 13:56,Mt 24:30,Mt 25:5,Mt 25:7,Lk 1:48,Lk 12:7,Ac 3:25,Ac 9:39,Ac 16:26,Ac 27:37,Ro 16:4,Ro 16:16,Re 1:7,Re 2:23
πᾶν	πᾶς	neu	nom	sg	adjective	Mt 3:10,Mt 7:17,Mt 7:19,Mt 12:36,Mt 15:17,Mt 18:16,Mt 23:35,Mk 7:18,Lk 1:10,Lk 1:37,Lk 2:23,Lk 3:5,Lk 3:9,Ac 15:12,Ac 22:5,Ro 3:19,Ro 14:11,Ro 14:23,1 Co 6:18,2 Co 13:1,Eph 4:16,Eph 5:14,Php 2:10,Col 2:9,Col 2:19,1 Ti 4:4,Jas 1:17,Jas 3:16,1 Jn 2:16,1 Jn 2:21,1 Jn 4:2,1 Jn 4:3,1 Jn 5:4,Re 6:14,Re 7:16,Re 21:27,Re 22:3
Πᾶσαι	πᾶς	fem	nom	pl	adjective	Mt 1:17
Πάντα	πᾶς	neu	nom	pl	adjective	Mt 11:27,1 Co 6:12,1 Co 10:23
πασῶν	πᾶς	fem	gen	pl	adjective	Mk 6:33,Lk 19:37,Ac 7:10,2 Co 8:18,2 Co 11:28
πάντας	πᾶς	mas	acc	pl	adjective	Mt 2:4,Mt 2:16,Mt 4:24,Mt 8:16,Mt 12:15,Mt 14:35,Mt 21:12,Mt 22:10,Mt 26:1,Mk 1:32,Mk 2:12,Mk 5:40,Mk 6:39,Lk 1:65,Lk 4:36,Lk 5:9,Lk 6:10,Lk 6:19,Lk 7:16,Lk 9:23,Lk 12:41,Lk 13:2,Lk 13:4,Lk 13:28,Lk 17:27,Lk 17:29,Lk 21:35,Jn 2:15,Jn 2:24,Jn 12:32,Ac 4:33,Ac 5:5,Ac 5:11,Ac 9:14,Ac 9:40,Ac 10:38,Ac 10:44,Ac 11:23,Ac 17:30,Ac 18:2,Ac 18:23,Ac 19:10,Ac 19:17,Ac 21:21,Ac 21:28,Ac 22:15,Ac 26:29,Ac 27:24,Ac 27:44,Ac 28:2,Ac 28:30,Ro 3:9,Ro 3:22,Ro 5:12,Ro 5:18,Ro 5:18,Ro 10:12,Ro 11:32,Ro 11:32,Ro 16:15,Ro 16:19,1 Co 7:7,1 Co 14:5,1 Co 15:25,2 Co 2:3,2 Co 2:5,2 Co 5:10,2 Co 9:13,Ga 6:10,Eph 1:15,Eph 3:9,Php 1:7,Php 1:8,Php 2:26,Col 1:4,1 Th 3:12,1 Th 4:10,1 Th 5:14,1 Th 5:15,1 Th 5:26,1 Ti 2:4,2 Ti 2:24,Tt 3:2,Phm 5,Heb 13:24,Heb 13:24,1 Pe 2:17,2 Pe 3:9,Jud 25,Re 13:16
πᾶν	πᾶς	neu	nominative, accusative	sg	adjective	Jn 6:37
Πᾶς	πᾶς	mas	nom	sg	adjective	Mt 7:24,Mt 10:32,Mk 9:49,Lk 6:47,Lk 16:18,Heb 5:1,Heb 8:3,1 Jn 3:4,1 Jn 3:9,1 Jn 5:1,2 Jn 9
παντὸς	πᾶς	neu	gen	sg	adjective	Mt 13:47,Mt 18:19,Ac 2:5,Ac 6:5,Ac 17:26,Eph 1:21,1 Th 5:22,2 Ti 4:18,Phm 6,Re 7:9,Re 18:2,Re 18:2,Re 18:2
παντός	πᾶς	masculine, neuter	gen	sg	adjective	Ac 10:2,Ac 24:16
πάντα	πᾶς	neu	acc	pl	adjective	Mt 4:9,Mt 6:32,Mt 8:33,Mt 13:34,Mt 13:41,Mt 13:44,Mt 13:46,Mt 13:51,Mt 17:11,Mt 18:25,Mt 18:26,Mt 18:31,Mt 19:20,Mt 19:27,Mt 21:22,Mt 23:3,Mt 23:5,Mt 24:2,Mt 24:33,Mt 28:19,Mt 28:20,Mk 4:34,Mk 5:26,Mk 6:30,Mk 7:19,Mk 7:37,Mk 9:12,Mk 10:20,Mk 10:28,Mk 11:11,Mk 11:24,Mk 12:44,Mk 13:10,Mk 13:23,Lk 2:19,Lk 2:39,Lk 2:51,Lk 5:11,Lk 5:28,Lk 7:1,Lk 9:1,Lk 9:7,Lk 15:13,Lk 15:14,Lk 16:14,Lk 17:10,Lk 18:12,Lk 18:21,Lk 18:22,Lk 21:22,Lk 21:24,Lk 21:29,Lk 21:36,Lk 24:9,Lk 24:44,Lk 24:47,Jn 3:35,Jn 4:29,Jn 4:39,Jn 4:45,Jn 5:20,Jn 10:4,Jn 13:3,Jn 14:26,Jn 14:26,Jn 15:15,Jn 15:21,Jn 16:30,Jn 18:4,Jn 21:17,Ac 3:22,Ac 4:24,Ac 5:20,Ac 7:50,Ac 10:33,Ac 13:22,Ac 13:29,Ac 14:15,Ac 14:16,Ac 17:22,Ac 17:24,Ac 17:25,Ac 20:35,Ro 8:28,Ro 8:32,Ro 14:2,Ro 16:26,1 Co 2:10,1 Co 2:15,1 Co 9:12,1 Co 9:23,1 Co 9:25,1 Co 10:31,1 Co 10:33,1 Co 11:2,1 Co 12:6,1 Co 12:11,1 Co 13:2,1 Co 13:3,1 Co 13:7,1 Co 13:7,1 Co 13:7,1 Co 13:7,1 Co 15:27,1 Co 15:27,1 Co 15:28,2 Co 2:9,2 Co 6:10,2 Co 7:14,Ga 3:22,Eph 1:10,Eph 1:11,Eph 1:22,Eph 1:22,Eph 1:23,Eph 3:9,Eph 3:20,Eph 4:10,Eph 4:15,Eph 6:16,Eph 6:21,Php 3:8,Php 3:8,Php 3:21,Php 4:13,Php 4:18,Col 1:20,Col 2:13,Col 3:8,Col 3:17,Col 3:20,Col 3:22,Col 4:7,Col 4:9,1 Th 5:21,1 Ti 4:8,1 Ti 6:13,1 Ti 6:17,2 Ti 2:10,Tt 2:7,Heb 1:3,Heb 2:8,Heb 2:8,Heb 2:8,Heb 2:17,Heb 3:4,Heb 4:15,Heb 8:5,Heb 9:21,2 Pe 1:3,1 Jn 3:20,Jud 5,Re 4:11,Re 5:13,Re 12:5,Re 14:8,Re 21:5
πάντων	πᾶς	neu	gen	pl	adjective	Mt 13:32,Mt 24:9,Mk 4:31,Mk 4:32,Mk 12:22,Mk 12:33,Lk 3:19,Lk 7:18,Lk 7:35,Lk 21:12,Lk 24:14,Jn 3:31,Jn 3:31,Ac 1:1,Ac 3:21,Ac 9:32,Ac 10:39,Ac 13:38,Ac 22:10,Ac 24:8,Ac 26:2,Ac 26:3,Ro 9:5,1 Co 4:13,Eph 5:20,1 Ti 2:1,1 Ti 6:10,Heb 1:2,Heb 4:4,Heb 7:2,Jas 5:12,2 Pe 3:11,1 Jn 2:27,3 Jn 2,Jud 15,Jud 15
πάντα	πᾶς	masculine, neuter	acc	singular, plural	adjective	Lk 12:18,2 Th 2:4
πᾶσιν	πᾶς	mas	dat	pl	adjective	Mt 5:15,Mk 6:41,Mk 13:37,Lk 2:38,Lk 3:16,Lk 9:48,Lk 24:9,Ac 1:19,Ac 2:39,Ac 2:45,Ac 4:10,Ac 4:16,Ac 15:3,Ac 16:32,Ac 17:31,Ac 19:17,Ac 20:32,Ac 20:36,Ac 24:5,Ro 1:7,Ro 13:7,1 Co 1:2,1 Co 8:7,1 Co 9:19,1 Co 9:22,1 Co 15:7,2 Co 1:1,2 Co 13:2,Eph 3:18,Eph 4:6,Php 1:1,Php 1:13,Php 1:25,Php 2:17,Php 4:5,1 Th 1:7,1 Th 2:15,1 Th 5:27,2 Th 1:4,2 Th 1:10,1 Ti 4:15,2 Ti 3:9,2 Ti 4:8,Tt 2:11,Heb 5:9,Jas 1:5,1 Pe 5:14,Re 21:8
πᾶσιν	πᾶς	neu	dat	pl	adjective	Mt 2:16,Mt 23:20,Mt 24:14,Mt 24:47,Mk 11:17,Lk 1:3,Lk 2:20,Lk 3:20,Lk 9:43,Lk 12:44,Lk 13:17,Lk 14:33,Lk 16:26,Lk 24:21,Lk 24:25,Ac 24:14,Ro 1:5,Ro 8:37,1 Co 12:6,1 Co 15:28,2 Co 11:6,Ga 3:10,Ga 6:6,Eph 1:23,Eph 6:16,Col 1:18,Col 3:11,Col 3:14,1 Ti 3:11,2 Ti 2:7,2 Ti 4:5,Tt 2:9,Tt 2:10,Heb 13:18,1 Pe 4:11,Re 19:17
Πάντες	πᾶς	mas	nom	pl	adjective	Ga 3:26
Παντὶ	πᾶς	mas	dat	sg	adjective	Lk 6:30
Πᾶσαν	πᾶς	fem	acc	sg	adjective	Jas 1:2
Πάντων	πᾶς	neu	gen	pl	adjective	1 Pe 4:7
πάσης	πᾶς	fem	gen	sg	adjective	Mt 23:27,Lk 5:17,Lk 6:17,Lk 12:15,Lk 21:35,Jn 17:2,Ac 4:29,Ac 8:27,Ac 12:11,Ac 13:10,Ac 13:10,Ac 17:11,Ac 19:26,Ac 20:19,Ac 24:3,Ac 28:31,Ro 15:13,Ro 15:14,2 Co 1:3,Eph 1:21,Eph 4:2,Eph 4:16,Eph 4:19,Eph 6:18,Php 2:29,Col 1:15,Col 2:10,1 Ti 1:15,1 Ti 3:4,1 Ti 4:9,1 Ti 6:1,Tt 2:14,Tt 2:15,Heb 6:16,Heb 7:7,Heb 9:19,1 Pe 5:10,1 Jn 1:7,1 Jn 1:9,Re 5:9,Re 7:4,Re 18:22
παντί	πᾶς	neu	dat	sg	adjective	Eph 5:24
παντὸς	πᾶς	mas	gen	sg	adjective	Mt 13:19,Lk 8:47,Lk 20:45,Lk 24:19,Ac 13:10,Ro 11:10,1 Co 11:3,2 Co 7:1,2 Th 3:6,2 Th 3:16,Heb 2:9,Heb 2:15,Jud 25
παντὶ	πᾶς	neu	dat	sg	adjective	Mt 4:4,Ac 10:35,Ac 20:28,Ro 4:16,1 Co 1:5,2 Co 6:4,2 Co 7:5,2 Co 7:11,2 Co 7:16,2 Co 8:7,2 Co 9:8,2 Co 9:11,2 Co 11:6,2 Co 11:9,Php 4:6,Col 1:10,Col 4:12,1 Th 5:18,1 Ti 5:10,Heb 13:21,1 Jn 4:1
Πᾶσα	πᾶς	fem	nom	sg	adjective	Ro 13:1
πάντα	πᾶς	neu	vocative, nominative	pl	adjective	Ro 15:11
πᾶς	πᾶς	mas	nom	sg	adjective	Mt 5:22,Mt 5:28,Mt 5:32,Mt 7:8,Mt 7:21,Mt 7:26,Mt 13:2,Mt 13:52,Mt 19:29,Mt 27:25,Mk 2:13,Mk 4:1,Mk 9:15,Mk 11:18,Lk 6:19,Lk 6:40,Lk 7:29,Lk 11:10,Lk 12:8,Lk 12:10,Lk 13:17,Lk 14:11,Lk 14:33,Lk 16:16,Lk 18:14,Lk 18:43,Lk 20:18,Lk 21:38,Jn 2:10,Jn 3:8,Jn 3:15,Jn 3:16,Jn 3:20,Jn 4:13,Jn 6:40,Jn 6:45,Jn 8:2,Jn 8:34,Jn 11:26,Jn 12:46,Jn 16:2,Jn 18:37,Jn 19:12,Ac 2:21,Ac 2:36,Ac 3:9,Ac 3:11,Ac 11:14,Ac 13:39,Ro 2:1,Ro 3:4,Ro 3:19,Ro 10:11,Ro 10:13,Ro 11:26,1 Co 9:25,1 Co 11:4,Ga 3:10,Ga 3:13,Ga 5:14,Eph 4:29,Eph 5:5,2 Ti 2:19,Heb 3:4,Heb 5:13,Heb 10:11,Jas 1:19,1 Jn 2:23,1 Jn 2:29,1 Jn 3:3,1 Jn 3:6,1 Jn 3:6,1 Jn 3:10,1 Jn 3:15,1 Jn 3:15,1 Jn 4:7,1 Jn 5:1,1 Jn 5:18,Re 1:7,Re 6:15,Re 8:7,Re 18:17,Re 18:17,Re 18:22,Re 22:15
πάντων	πᾶς	fem	gen	pl	adjective	Mk 12:28
πάντες	πᾶς	mas	nom	pl	adjective	Mt 11:13,Mt 11:28,Mt 12:23,Mt 14:20,Mt 15:37,Mt 19:11,Mt 21:26,Mt 22:28,Mt 23:8,Mt 25:31,Mt 26:27,Mt 26:31,Mt 26:33,Mt 26:35,Mt 26:52,Mt 26:56,Mt 27:1,Mt 27:22,Mk 1:5,Mk 1:37,Mk 5:20,Mk 6:42,Mk 6:50,Mk 7:3,Mk 7:14,Mk 12:44,Mk 14:23,Mk 14:27,Mk 14:29,Mk 14:31,Mk 14:50,Mk 14:53,Mk 14:64,Lk 1:63,Lk 1:66,Lk 2:3,Lk 2:18,Lk 2:47,Lk 4:22,Lk 4:28,Lk 6:26,Lk 8:40,Lk 8:52,Lk 9:17,Lk 9:43,Lk 13:3,Lk 13:5,Lk 13:17,Lk 14:18,Lk 14:29,Lk 15:1,Lk 19:7,Lk 20:38,Lk 21:4,Lk 22:70,Lk 23:48,Lk 23:49,Jn 1:7,Jn 1:16,Jn 3:26,Jn 5:23,Jn 5:28,Jn 6:45,Jn 7:21,Jn 10:8,Jn 11:48,Jn 13:10,Jn 13:11,Jn 13:35,Jn 17:21,Jn 18:20,Ac 1:14,Ac 2:1,Ac 2:4,Ac 2:12,Ac 2:14,Ac 2:32,Ac 2:44,Ac 3:24,Ac 4:21,Ac 5:17,Ac 5:36,Ac 5:37,Ac 6:15,Ac 8:1,Ac 8:10,Ac 9:21,Ac 9:26,Ac 9:35,Ac 10:33,Ac 10:43,Ac 16:33,Ac 17:7,Ac 17:21,Ac 18:17,Ac 19:7,Ac 20:25,Ac 21:18,Ac 21:20,Ac 21:24,Ac 22:3,Ac 26:4,Ac 27:36,Ro 3:12,Ro 3:23,Ro 5:12,Ro 9:6,Ro 9:7,Ro 10:16,Ro 14:10,Ro 15:11,1 Co 1:10,1 Co 8:1,1 Co 9:24,1 Co 10:1,1 Co 10:1,1 Co 10:2,1 Co 10:3,1 Co 10:4,1 Co 10:17,1 Co 12:13,1 Co 12:13,1 Co 12:29,1 Co 12:29,1 Co 12:29,1 Co 12:29,1 Co 12:30,1 Co 12:30,1 Co 12:30,1 Co 14:23,1 Co 14:24,1 Co 14:31,1 Co 14:31,1 Co 14:31,1 Co 15:22,1 Co 15:22,1 Co 15:51,1 Co 15:51,1 Co 16:20,2 Co 3:18,2 Co 5:14,2 Co 13:12,Ga 1:2,Ga 3:28,Eph 2:3,Eph 4:13,Php 2:21,Php 4:22,Col 2:3,1 Th 5:5,2 Th 2:12,2 Ti 1:15,2 Ti 3:12,2 Ti 4:16,2 Ti 4:21,Tt 3:15,Heb 1:6,Heb 1:11,Heb 1:14,Heb 2:11,Heb 3:16,Heb 8:11,Heb 11:13,Heb 11:39,Heb 12:8,1 Pe 3:8,1 Pe 5:5,1 Jn 2:19,1 Jn 2:20,2 Jn 1,Re 7:11,Re 13:8,Re 18:19
πάντα	πᾶς	mas	acc	sg	adjective	Lk 4:13,Lk 4:37,Lk 9:13,Lk 21:4,Jn 1:9,Ac 10:43,Ac 20:18,Ac 21:27,Ro 3:2,Php 4:7,Php 4:21,Col 1:28,Col 1:28,Col 1:28,Heb 9:19,Heb 12:1,Heb 12:6,1 Pe 2:1
πάσας	πᾶς	fem	acc	pl	adjective	Mt 4:8,Mt 9:35,Mt 28:20,Mk 4:13,Lk 4:5,Ac 8:40,Ac 26:11,Eph 3:21,1 Pe 2:1
πᾶσιν	πᾶς	neuter, masculine	dat	pl	adjective	Php 4:12
πάντα	πᾶς	neu	nominative, accusative	pl	adjective	Mk 13:4,Lk 21:32,1 Co 15:28,Eph 5:13
πᾶσάν	πᾶς	fem	acc	sg	adjective	Ac 5:42,Ac 26:20
Πάντων	πᾶς	mas	gen	pl	adjective	Lk 9:43
πᾶσαν	πᾶς	fem	acc	sg	adjective	Mt 3:15,Mt 4:23,Mt 4:23,Mt 9:35,Mt 9:35,Mt 10:1,Mt 10:1,Mt 18:32,Mt 19:3,Mt 27:45,Mk 5:33,Lk 2:1,Lk 3:3,Lk 4:25,Lk 10:1,Lk 10:19,Jn 5:22,Ac 2:17,Ac 5:21,Ac 7:14,Ac 15:36,Ac 17:17,Ac 20:27,Ro 1:18,Ro 2:9,Ro 7:8,Ro 10:18,Ro 14:5,1 Co 13:2,1 Co 13:2,1 Co 15:24,1 Co 15:24,1 Co 15:30,2 Co 4:2,2 Co 9:8,2 Co 9:8,2 Co 9:11,2 Co 10:6,Php 4:19,Col 1:10,Col 1:11,2 Th 1:11,Tt 2:10,Tt 3:2,Heb 4:12,Jas 1:21,1 Pe 2:1,1 Pe 5:7,2 Pe 1:5,Jud 3,Jud 15,Re 5:6,Re 13:7,Re 13:12
Πάντα	πᾶς	neu	acc	pl	adjective	Mt 7:12,Mk 16:8,Php 2:14
πάσῃ	πᾶς	fem	dat	sg	adjective	Mt 6:29,Mk 16:15,Lk 7:17,Lk 12:27,Jn 16:13,Ac 1:8,Ac 2:43,Ac 5:23,Ac 7:22,Ac 23:1,Ro 1:29,Ro 9:17,1 Co 1:5,1 Co 4:17,2 Co 1:4,2 Co 1:4,2 Co 7:4,2 Co 8:7,2 Co 12:12,Eph 1:3,Eph 1:8,Eph 4:31,Eph 5:9,Eph 6:18,Php 1:3,Php 1:4,Php 1:9,Php 1:20,Col 1:9,Col 1:11,Col 1:23,Col 1:28,Col 3:16,1 Th 3:7,1 Th 3:9,2 Th 2:9,2 Th 2:10,2 Th 3:17,1 Ti 2:2,1 Ti 2:11,1 Ti 5:2,2 Ti 4:2,1 Pe 1:15,1 Pe 2:13,Re 11:6
πάντα	πᾶς	neu	nom	pl	adjective	Mt 5:18,Mt 6:33,Mt 13:56,Mt 19:26,Mt 22:4,Mt 23:36,Mt 24:8,Mt 24:34,Mt 25:32,Mk 3:28,Mk 4:11,Mk 7:23,Mk 9:23,Mk 10:27,Mk 13:30,Mk 14:36,Lk 1:65,Lk 10:22,Lk 11:41,Lk 12:30,Lk 15:31,Lk 18:31,Jn 1:3,Jn 10:41,Jn 16:15,Jn 17:7,Jn 17:10,Jn 19:28,Ac 1:18,Ac 10:12,Ac 15:17,Ro 11:36,Ro 12:4,Ro 14:20,1 Co 3:21,1 Co 3:22,1 Co 6:12,1 Co 6:12,1 Co 8:6,1 Co 8:6,1 Co 9:22,1 Co 10:23,1 Co 10:23,1 Co 10:23,1 Co 11:12,1 Co 12:12,1 Co 12:19,1 Co 12:26,1 Co 12:26,1 Co 14:26,1 Co 14:40,1 Co 15:27,1 Co 15:28,1 Co 16:14,2 Co 4:15,2 Co 5:18,2 Co 12:19,Ga 3:8,Col 1:16,Col 1:16,Col 1:17,Col 2:22,Col 3:11,2 Ti 4:17,Tt 1:15,Heb 2:10,Heb 2:10,Heb 4:13,Heb 9:22,2 Pe 3:4,Re 15:4,Re 18:3,Re 18:14,Re 18:23,Re 19:21
παντὶ	πᾶς	mas	dat	sg	adjective	Mt 25:29,Lk 2:10,Lk 11:4,Lk 12:48,Lk 19:26,Lk 21:36,Ac 1:21,Ac 4:10,Ac 5:34,Ac 10:2,Ac 10:41,Ac 13:24,Ro 1:16,Ro 2:10,Ro 10:4,Ro 12:3,1 Co 1:2,1 Co 1:5,1 Co 16:16,2 Co 2:14,Ga 5:3,Eph 4:14,Eph 6:18,Php 1:18,Col 1:6,1 Th 1:8,2 Th 3:16,1 Ti 2:8,Heb 9:19,1 Pe 2:18,1 Pe 3:15,Re 21:19,Re 22:18
